Rank,Category,Similarity Score,Matched Skills,Missing Skills
791,CONSULTANT,3.88,[],"['data science', 'spark', 'machine learning']"
792,HEALTHCARE,3.88,[],"['data science', 'spark', 'machine learning']"
793,FITNESS,3.88,[],"['data science', 'spark', 'machine learning']"
794,ENGINEERING,3.88,[],"['data science', 'spark', 'machine learning']"
795,CONSULTANT,3.88,[],"['data science', 'spark', 'machine learning']"
796,INFORMATION-TECHNOLOGY,3.88,[],"['data science', 'spark', 'machine learning']"
797,ADVOCATE,3.87,[],"['data science', 'spark', 'machine learning']"
798,AVIATION,3.87,[],"['data science', 'spark', 'machine learning']"
799,HR,3.87,[],"['data science', 'spark', 'machine learning']"
800,BUSINESS-DEVELOPMENT,3.87,[],"['data science', 'spark', 'machine learning']"
801,ADVOCATE,3.87,[],"['data science', 'spark', 'machine learning']"
802,HR,3.87,[],"['data science', 'spark', 'machine learning']"
803,CONSULTANT,3.87,[],"['data science', 'spark', 'machine learning']"
804,CONSULTANT,3.87,[],"['data science', 'spark', 'machine learning']"
805,BPO,3.87,[],"['data science', 'spark', 'machine learning']"
806,AVIATION,3.87,[],"['data science', 'spark', 'machine learning']"
807,BUSINESS-DEVELOPMENT,3.86,[],"['data science', 'spark', 'machine learning']"
808,CONSTRUCTION,3.86,[],"['data science', 'spark', 'machine learning']"
809,HR,3.86,[],"['data science', 'spark', 'machine learning']"
810,CONSTRUCTION,3.86,[],"['data science', 'spark', 'machine learning']"
811,AVIATION,3.86,[],"['data science', 'spark', 'machine learning']"
812,ENGINEERING,3.86,[],"['data science', 'spark', 'machine learning']"
813,AVIATION,3.86,[],"['data science', 'spark', 'machine learning']"
814,SALES,3.86,[],"['data science', 'spark', 'machine learning']"
815,FINANCE,3.86,[],"['data science', 'spark', 'machine learning']"
816,TEACHER,3.85,[],"['data science', 'spark', 'machine learning']"
817,SALES,3.85,[],"['data science', 'spark', 'machine learning']"
818,HEALTHCARE,3.85,[],"['data science', 'spark', 'machine learning']"
819,SALES,3.85,[],"['data science', 'spark', 'machine learning']"
820,CONSTRUCTION,3.85,[],"['data science', 'spark', 'machine learning']"
821,SALES,3.84,[],"['data science', 'spark', 'machine learning']"
822,ACCOUNTANT,3.84,[],"['data science', 'spark', 'machine learning']"
823,BUSINESS-DEVELOPMENT,3.84,[],"['data science', 'spark', 'machine learning']"
824,ARTS,3.84,[],"['data science', 'spark', 'machine learning']"
825,INFORMATION-TECHNOLOGY,3.84,[],"['data science', 'spark', 'machine learning']"
826,CONSULTANT,3.84,[],"['data science', 'spark', 'machine learning']"
827,TEACHER,3.84,[],"['data science', 'spark', 'machine learning']"
828,ARTS,3.84,[],"['data science', 'spark', 'machine learning']"
829,SALES,3.84,[],"['data science', 'spark', 'machine learning']"
830,BANKING,3.84,[],"['data science', 'spark', 'machine learning']"
831,AVIATION,3.83,[],"['data science', 'spark', 'machine learning']"
832,DESIGNER,3.83,[],"['data science', 'spark', 'machine learning']"
833,BUSINESS-DEVELOPMENT,3.83,[],"['data science', 'spark', 'machine learning']"
834,SALES,3.83,[],"['data science', 'spark', 'machine learning']"
835,APPAREL,3.83,[],"['data science', 'spark', 'machine learning']"
836,PUBLIC-RELATIONS,3.83,[],"['data science', 'spark', 'machine learning']"
837,BUSINESS-DEVELOPMENT,3.82,[],"['data science', 'spark', 'machine learning']"
838,FITNESS,3.82,[],"['data science', 'spark', 'machine learning']"
839,BANKING,3.82,[],"['data science', 'spark', 'machine learning']"
840,ACCOUNTANT,3.82,[],"['data science', 'spark', 'machine learning']"
841,HR,3.82,[],"['data science', 'spark', 'machine learning']"
842,PUBLIC-RELATIONS,3.82,[],"['data science', 'spark', 'machine learning']"
843,BUSINESS-DEVELOPMENT,3.81,[],"['data science', 'spark', 'machine learning']"
844,CONSTRUCTION,3.81,[],"['data science', 'spark', 'machine learning']"
845,SALES,3.81,[],"['data science', 'spark', 'machine learning']"
846,CONSTRUCTION,3.81,[],"['data science', 'spark', 'machine learning']"
847,INFORMATION-TECHNOLOGY,3.81,[],"['data science', 'spark', 'machine learning']"
848,PUBLIC-RELATIONS,3.81,[],"['data science', 'spark', 'machine learning']"
849,FINANCE,3.8,[],"['data science', 'spark', 'machine learning']"
850,ADVOCATE,3.8,[],"['data science', 'spark', 'machine learning']"
851,TEACHER,3.8,[],"['data science', 'spark', 'machine learning']"
852,AVIATION,3.79,[],"['data science', 'spark', 'machine learning']"
853,DESIGNER,3.79,[],"['data science', 'spark', 'machine learning']"
854,ARTS,3.79,[],"['data science', 'spark', 'machine learning']"
855,ARTS,3.79,[],"['data science', 'spark', 'machine learning']"
856,ADVOCATE,3.79,[],"['data science', 'spark', 'machine learning']"
857,BUSINESS-DEVELOPMENT,3.79,[],"['data science', 'spark', 'machine learning']"
858,FITNESS,3.78,[],"['data science', 'spark', 'machine learning']"
859,ENGINEERING,3.78,[],"['data science', 'spark', 'machine learning']"
860,TEACHER,3.78,[],"['data science', 'spark', 'machine learning']"
861,BUSINESS-DEVELOPMENT,3.78,[],"['data science', 'spark', 'machine learning']"
862,FITNESS,3.78,[],"['data science', 'spark', 'machine learning']"
863,ACCOUNTANT,3.78,[],"['data science', 'spark', 'machine learning']"
864,CONSTRUCTION,3.78,[],"['data science', 'spark', 'machine learning']"
865,CONSTRUCTION,3.78,[],"['data science', 'spark', 'machine learning']"
866,ADVOCATE,3.77,[],"['data science', 'spark', 'machine learning']"
867,ENGINEERING,3.77,[],"['data science', 'spark', 'machine learning']"
868,ENGINEERING,3.76,[],"['data science', 'spark', 'machine learning']"
869,AVIATION,3.76,[],"['data science', 'spark', 'machine learning']"
870,DIGITAL-MEDIA,3.76,[],"['data science', 'spark', 'machine learning']"
871,FITNESS,3.76,[],"['data science', 'spark', 'machine learning']"
872,FINANCE,3.75,[],"['data science', 'spark', 'machine learning']"
873,HEALTHCARE,3.75,[],"['data science', 'spark', 'machine learning']"
874,CHEF,3.75,[],"['data science', 'spark', 'machine learning']"
875,FINANCE,3.75,[],"['data science', 'spark', 'machine learning']"
876,BUSINESS-DEVELOPMENT,3.75,[],"['data science', 'spark', 'machine learning']"
877,BANKING,3.75,[],"['data science', 'spark', 'machine learning']"
878,APPAREL,3.75,[],"['data science', 'spark', 'machine learning']"
879,SALES,3.74,[],"['data science', 'spark', 'machine learning']"
880,TEACHER,3.74,[],"['data science', 'spark', 'machine learning']"
881,DESIGNER,3.74,[],"['data science', 'spark', 'machine learning']"
882,BANKING,3.73,[],"['data science', 'spark', 'machine learning']"
883,CONSULTANT,3.73,[],"['data science', 'spark', 'machine learning']"
884,HEALTHCARE,3.73,[],"['data science', 'spark', 'machine learning']"
885,CONSULTANT,3.73,[],"['data science', 'spark', 'machine learning']"
886,HEALTHCARE,3.73,[],"['data science', 'spark', 'machine learning']"
887,DIGITAL-MEDIA,3.73,[],"['data science', 'spark', 'machine learning']"
888,ADVOCATE,3.73,[],"['data science', 'spark', 'machine learning']"
889,ARTS,3.73,[],"['data science', 'spark', 'machine learning']"
890,HR,3.72,[],"['data science', 'spark', 'machine learning']"
891,ENGINEERING,3.72,[],"['data science', 'spark', 'machine learning']"
892,INFORMATION-TECHNOLOGY,3.72,[],"['data science', 'spark', 'machine learning']"
893,INFORMATION-TECHNOLOGY,3.72,[],"['data science', 'spark', 'machine learning']"
894,HR,3.72,[],"['data science', 'spark', 'machine learning']"
895,BUSINESS-DEVELOPMENT,3.72,[],"['data science', 'spark', 'machine learning']"
896,AVIATION,3.71,[],"['data science', 'spark', 'machine learning']"
897,BUSINESS-DEVELOPMENT,3.71,[],"['data science', 'spark', 'machine learning']"
898,INFORMATION-TECHNOLOGY,3.71,[],"['data science', 'spark', 'machine learning']"
899,ENGINEERING,3.71,[],"['data science', 'spark', 'machine learning']"
900,HEALTHCARE,3.71,[],"['data science', 'spark', 'machine learning']"
901,FITNESS,3.71,[],"['data science', 'spark', 'machine learning']"
902,DESIGNER,3.7,[],"['data science', 'spark', 'machine learning']"
903,TEACHER,3.7,[],"['data science', 'spark', 'machine learning']"
904,AGRICULTURE,3.7,[],"['data science', 'spark', 'machine learning']"
905,CONSULTANT,3.7,[],"['data science', 'spark', 'machine learning']"
906,BUSINESS-DEVELOPMENT,3.7,[],"['data science', 'spark', 'machine learning']"
907,FITNESS,3.7,[],"['data science', 'spark', 'machine learning']"
908,CONSTRUCTION,3.7,[],"['data science', 'spark', 'machine learning']"
909,APPAREL,3.69,[],"['data science', 'spark', 'machine learning']"
910,ENGINEERING,3.69,[],"['data science', 'spark', 'machine learning']"
911,ADVOCATE,3.69,[],"['data science', 'spark', 'machine learning']"
912,TEACHER,3.69,[],"['data science', 'spark', 'machine learning']"
913,AVIATION,3.69,[],"['data science', 'spark', 'machine learning']"
914,HR,3.69,[],"['data science', 'spark', 'machine learning']"
915,ENGINEERING,3.68,[],"['data science', 'spark', 'machine learning']"
916,PUBLIC-RELATIONS,3.68,[],"['data science', 'spark', 'machine learning']"
917,HEALTHCARE,3.68,[],"['data science', 'spark', 'machine learning']"
918,TEACHER,3.68,[],"['data science', 'spark', 'machine learning']"
919,FINANCE,3.67,[],"['data science', 'spark', 'machine learning']"
920,CONSTRUCTION,3.67,[],"['data science', 'spark', 'machine learning']"
921,ADVOCATE,3.67,[],"['data science', 'spark', 'machine learning']"
922,INFORMATION-TECHNOLOGY,3.67,[],"['data science', 'spark', 'machine learning']"
923,ARTS,3.67,[],"['data science', 'spark', 'machine learning']"
924,ARTS,3.67,[],"['data science', 'spark', 'machine learning']"
925,HEALTHCARE,3.67,[],"['data science', 'spark', 'machine learning']"
926,ADVOCATE,3.67,[],"['data science', 'spark', 'machine learning']"
927,BUSINESS-DEVELOPMENT,3.66,[],"['data science', 'spark', 'machine learning']"
928,BUSINESS-DEVELOPMENT,3.66,[],"['data science', 'spark', 'machine learning']"
929,ACCOUNTANT,3.66,[],"['data science', 'spark', 'machine learning']"
930,ARTS,3.66,[],"['data science', 'spark', 'machine learning']"
931,HEALTHCARE,3.66,[],"['data science', 'spark', 'machine learning']"
932,AUTOMOBILE,3.66,[],"['data science', 'spark', 'machine learning']"
933,BANKING,3.66,[],"['data science', 'spark', 'machine learning']"
934,DIGITAL-MEDIA,3.65,[],"['data science', 'spark', 'machine learning']"
935,INFORMATION-TECHNOLOGY,3.65,[],"['data science', 'spark', 'machine learning']"
936,AVIATION,3.65,[],"['data science', 'spark', 'machine learning']"
937,HR,3.65,[],"['data science', 'spark', 'machine learning']"
938,HR,3.65,[],"['data science', 'spark', 'machine learning']"
939,HR,3.65,[],"['data science', 'spark', 'machine learning']"
940,TEACHER,3.65,[],"['data science', 'spark', 'machine learning']"
941,TEACHER,3.65,[],"['data science', 'spark', 'machine learning']"
942,AGRICULTURE,3.65,[],"['data science', 'spark', 'machine learning']"
943,AGRICULTURE,3.65,[],"['data science', 'spark', 'machine learning']"
944,APPAREL,3.64,[],"['data science', 'spark', 'machine learning']"
945,ADVOCATE,3.64,[],"['data science', 'spark', 'machine learning']"
946,BUSINESS-DEVELOPMENT,3.64,[],"['data science', 'spark', 'machine learning']"
947,CONSTRUCTION,3.64,[],"['data science', 'spark', 'machine learning']"
948,FITNESS,3.64,[],"['data science', 'spark', 'machine learning']"
949,HR,3.63,[],"['data science', 'spark', 'machine learning']"
950,HR,3.63,[],"['data science', 'spark', 'machine learning']"
951,FITNESS,3.63,[],"['data science', 'spark', 'machine learning']"
952,BUSINESS-DEVELOPMENT,3.63,[],"['data science', 'spark', 'machine learning']"
953,ADVOCATE,3.63,[],"['data science', 'spark', 'machine learning']"
954,ENGINEERING,3.63,[],"['data science', 'spark', 'machine learning']"
955,HEALTHCARE,3.63,[],"['data science', 'spark', 'machine learning']"
956,CONSULTANT,3.62,[],"['data science', 'spark', 'machine learning']"
957,HEALTHCARE,3.61,[],"['data science', 'spark', 'machine learning']"
958,HR,3.61,[],"['data science', 'spark', 'machine learning']"
959,PUBLIC-RELATIONS,3.61,[],"['data science', 'spark', 'machine learning']"
960,DESIGNER,3.61,[],"['data science', 'spark', 'machine learning']"
961,BUSINESS-DEVELOPMENT,3.61,[],"['data science', 'spark', 'machine learning']"
962,DIGITAL-MEDIA,3.61,[],"['data science', 'spark', 'machine learning']"
963,TEACHER,3.61,[],"['data science', 'spark', 'machine learning']"
964,BANKING,3.61,[],"['data science', 'spark', 'machine learning']"
965,ADVOCATE,3.6,[],"['data science', 'spark', 'machine learning']"
966,DIGITAL-MEDIA,3.6,[],"['data science', 'spark', 'machine learning']"
967,ADVOCATE,3.6,[],"['data science', 'spark', 'machine learning']"
968,ACCOUNTANT,3.6,[],"['data science', 'spark', 'machine learning']"
969,ARTS,3.6,[],"['data science', 'spark', 'machine learning']"
970,TEACHER,3.59,[],"['data science', 'spark', 'machine learning']"
971,ACCOUNTANT,3.59,[],"['data science', 'spark', 'machine learning']"
972,DESIGNER,3.59,[],"['data science', 'spark', 'machine learning']"
973,PUBLIC-RELATIONS,3.59,[],"['data science', 'spark', 'machine learning']"
974,FITNESS,3.59,[],"['data science', 'spark', 'machine learning']"
975,SALES,3.59,[],"['data science', 'spark', 'machine learning']"
976,ADVOCATE,3.58,[],"['data science', 'spark', 'machine learning']"
977,SALES,3.58,[],"['data science', 'spark', 'machine learning']"
978,BANKING,3.58,[],"['data science', 'spark', 'machine learning']"
979,INFORMATION-TECHNOLOGY,3.58,[],"['data science', 'spark', 'machine learning']"
980,HR,3.58,[],"['data science', 'spark', 'machine learning']"
981,SALES,3.58,[],"['data science', 'spark', 'machine learning']"
982,ACCOUNTANT,3.58,[],"['data science', 'spark', 'machine learning']"
983,CONSULTANT,3.58,[],"['data science', 'spark', 'machine learning']"
984,AGRICULTURE,3.58,[],"['data science', 'spark', 'machine learning']"
985,CONSULTANT,3.58,[],"['data science', 'spark', 'machine learning']"
986,AGRICULTURE,3.57,[],"['data science', 'spark', 'machine learning']"
987,APPAREL,3.57,[],"['data science', 'spark', 'machine learning']"
988,FITNESS,3.57,[],"['data science', 'spark', 'machine learning']"
989,HEALTHCARE,3.57,[],"['data science', 'spark', 'machine learning']"
990,ADVOCATE,3.56,[],"['data science', 'spark', 'machine learning']"
991,DIGITAL-MEDIA,3.56,[],"['data science', 'spark', 'machine learning']"
992,DIGITAL-MEDIA,3.56,[],"['data science', 'spark', 'machine learning']"
993,PUBLIC-RELATIONS,3.56,[],"['data science', 'spark', 'machine learning']"
994,HEALTHCARE,3.56,[],"['data science', 'spark', 'machine learning']"
995,BPO,3.56,[],"['data science', 'spark', 'machine learning']"
996,FINANCE,3.56,[],"['data science', 'spark', 'machine learning']"
997,HR,3.56,[],"['data science', 'spark', 'machine learning']"
998,FINANCE,3.56,[],"['data science', 'spark', 'machine learning']"
999,BUSINESS-DEVELOPMENT,3.56,[],"['data science', 'spark', 'machine learning']"
1000,DIGITAL-MEDIA,3.55,[],"['data science', 'spark', 'machine learning']"
1001,AUTOMOBILE,3.55,[],"['data science', 'spark', 'machine learning']"
1002,BANKING,3.55,[],"['data science', 'spark', 'machine learning']"
1003,BANKING,3.55,[],"['data science', 'spark', 'machine learning']"
1004,FITNESS,3.55,[],"['data science', 'spark', 'machine learning']"
1005,BUSINESS-DEVELOPMENT,3.55,[],"['data science', 'spark', 'machine learning']"
1006,ACCOUNTANT,3.54,[],"['data science', 'spark', 'machine learning']"
1007,BANKING,3.54,[],"['data science', 'spark', 'machine learning']"
1008,BANKING,3.54,[],"['data science', 'spark', 'machine learning']"
1009,PUBLIC-RELATIONS,3.54,[],"['data science', 'spark', 'machine learning']"
1010,ENGINEERING,3.54,[],"['data science', 'spark', 'machine learning']"
1011,AVIATION,3.53,[],"['data science', 'spark', 'machine learning']"
1012,ADVOCATE,3.53,[],"['data science', 'spark', 'machine learning']"
1013,ENGINEERING,3.53,['spark'],"['data science', 'machine learning']"
1014,HR,3.53,[],"['data science', 'spark', 'machine learning']"
1015,AVIATION,3.53,[],"['data science', 'spark', 'machine learning']"
1016,PUBLIC-RELATIONS,3.53,[],"['data science', 'spark', 'machine learning']"
1017,CONSULTANT,3.52,[],"['data science', 'spark', 'machine learning']"
1018,CONSULTANT,3.52,[],"['data science', 'spark', 'machine learning']"
1019,BANKING,3.52,[],"['data science', 'spark', 'machine learning']"
1020,DESIGNER,3.52,[],"['data science', 'spark', 'machine learning']"
1021,HR,3.52,[],"['data science', 'spark', 'machine learning']"
1022,FINANCE,3.52,[],"['data science', 'spark', 'machine learning']"
1023,BUSINESS-DEVELOPMENT,3.52,[],"['data science', 'spark', 'machine learning']"
1024,APPAREL,3.52,[],"['data science', 'spark', 'machine learning']"
1025,ADVOCATE,3.51,[],"['data science', 'spark', 'machine learning']"
1026,ACCOUNTANT,3.51,[],"['data science', 'spark', 'machine learning']"
1027,ADVOCATE,3.51,[],"['data science', 'spark', 'machine learning']"
1028,ACCOUNTANT,3.51,[],"['data science', 'spark', 'machine learning']"
1029,FINANCE,3.51,[],"['data science', 'spark', 'machine learning']"
1030,INFORMATION-TECHNOLOGY,3.51,[],"['data science', 'spark', 'machine learning']"
1031,INFORMATION-TECHNOLOGY,3.51,[],"['data science', 'spark', 'machine learning']"
1032,ENGINEERING,3.51,['data science'],"['spark', 'machine learning']"
1033,AVIATION,3.51,[],"['data science', 'spark', 'machine learning']"
1034,APPAREL,3.51,[],"['data science', 'spark', 'machine learning']"
1035,FINANCE,3.51,[],"['data science', 'spark', 'machine learning']"
1036,BUSINESS-DEVELOPMENT,3.5,[],"['data science', 'spark', 'machine learning']"
1037,ARTS,3.5,[],"['data science', 'spark', 'machine learning']"
1038,CONSULTANT,3.5,[],"['data science', 'spark', 'machine learning']"
1039,HEALTHCARE,3.49,[],"['data science', 'spark', 'machine learning']"
1040,TEACHER,3.49,[],"['data science', 'spark', 'machine learning']"
1041,BANKING,3.49,[],"['data science', 'spark', 'machine learning']"
1042,CONSULTANT,3.49,[],"['data science', 'spark', 'machine learning']"
1043,INFORMATION-TECHNOLOGY,3.49,[],"['data science', 'spark', 'machine learning']"
1044,ADVOCATE,3.49,[],"['data science', 'spark', 'machine learning']"
1045,FINANCE,3.49,[],"['data science', 'spark', 'machine learning']"
1046,DIGITAL-MEDIA,3.49,[],"['data science', 'spark', 'machine learning']"
1047,ACCOUNTANT,3.49,[],"['data science', 'spark', 'machine learning']"
1048,PUBLIC-RELATIONS,3.49,[],"['data science', 'spark', 'machine learning']"
1049,FINANCE,3.49,[],"['data science', 'spark', 'machine learning']"
1050,CONSULTANT,3.48,[],"['data science', 'spark', 'machine learning']"
1051,CHEF,3.48,[],"['data science', 'spark', 'machine learning']"
1052,BUSINESS-DEVELOPMENT,3.48,[],"['data science', 'spark', 'machine learning']"
1053,SALES,3.48,[],"['data science', 'spark', 'machine learning']"
1054,AUTOMOBILE,3.48,[],"['data science', 'spark', 'machine learning']"
1055,ACCOUNTANT,3.48,[],"['data science', 'spark', 'machine learning']"
1056,CONSULTANT,3.48,[],"['data science', 'spark', 'machine learning']"
1057,BUSINESS-DEVELOPMENT,3.48,[],"['data science', 'spark', 'machine learning']"
1058,TEACHER,3.47,[],"['data science', 'spark', 'machine learning']"
1059,CONSULTANT,3.47,[],"['data science', 'spark', 'machine learning']"
1060,INFORMATION-TECHNOLOGY,3.47,[],"['data science', 'spark', 'machine learning']"
1061,FINANCE,3.47,[],"['data science', 'spark', 'machine learning']"
1062,FITNESS,3.47,[],"['data science', 'spark', 'machine learning']"
1063,BANKING,3.46,[],"['data science', 'spark', 'machine learning']"
1064,ADVOCATE,3.46,[],"['data science', 'spark', 'machine learning']"
1065,ACCOUNTANT,3.46,[],"['data science', 'spark', 'machine learning']"
1066,FINANCE,3.46,[],"['data science', 'spark', 'machine learning']"
1067,AGRICULTURE,3.46,[],"['data science', 'spark', 'machine learning']"
1068,AVIATION,3.46,[],"['data science', 'spark', 'machine learning']"
1069,AVIATION,3.46,[],"['data science', 'spark', 'machine learning']"
1070,FITNESS,3.46,[],"['data science', 'spark', 'machine learning']"
1071,INFORMATION-TECHNOLOGY,3.46,[],"['data science', 'spark', 'machine learning']"
1072,SALES,3.45,[],"['data science', 'spark', 'machine learning']"
1073,HEALTHCARE,3.45,[],"['data science', 'spark', 'machine learning']"
1074,DESIGNER,3.45,[],"['data science', 'spark', 'machine learning']"
1075,ADVOCATE,3.45,[],"['data science', 'spark', 'machine learning']"
1076,FINANCE,3.45,[],"['data science', 'spark', 'machine learning']"
1077,HEALTHCARE,3.45,[],"['data science', 'spark', 'machine learning']"
1078,BUSINESS-DEVELOPMENT,3.45,[],"['data science', 'spark', 'machine learning']"
1079,ADVOCATE,3.44,[],"['data science', 'spark', 'machine learning']"
1080,BANKING,3.44,[],"['data science', 'spark', 'machine learning']"
1081,ACCOUNTANT,3.44,[],"['data science', 'spark', 'machine learning']"
1082,HEALTHCARE,3.44,[],"['data science', 'spark', 'machine learning']"
1083,HR,3.44,[],"['data science', 'spark', 'machine learning']"
1084,CONSTRUCTION,3.43,[],"['data science', 'spark', 'machine learning']"
1085,SALES,3.43,[],"['data science', 'spark', 'machine learning']"
1086,AUTOMOBILE,3.43,[],"['data science', 'spark', 'machine learning']"
1087,SALES,3.43,[],"['data science', 'spark', 'machine learning']"
1088,AUTOMOBILE,3.43,[],"['data science', 'spark', 'machine learning']"
1089,FITNESS,3.43,[],"['data science', 'spark', 'machine learning']"
1090,INFORMATION-TECHNOLOGY,3.43,[],"['data science', 'spark', 'machine learning']"
1091,HEALTHCARE,3.43,[],"['data science', 'spark', 'machine learning']"
1092,SALES,3.43,[],"['data science', 'spark', 'machine learning']"
1093,APPAREL,3.43,[],"['data science', 'spark', 'machine learning']"
1094,FITNESS,3.43,[],"['data science', 'spark', 'machine learning']"
1095,CONSULTANT,3.42,[],"['data science', 'spark', 'machine learning']"
1096,HR,3.42,[],"['data science', 'spark', 'machine learning']"
1097,BANKING,3.42,[],"['data science', 'spark', 'machine learning']"
1098,CONSTRUCTION,3.42,[],"['data science', 'spark', 'machine learning']"
1099,SALES,3.42,[],"['data science', 'spark', 'machine learning']"
1100,BANKING,3.41,[],"['data science', 'spark', 'machine learning']"
1101,ARTS,3.41,[],"['data science', 'spark', 'machine learning']"
1102,AVIATION,3.41,[],"['data science', 'spark', 'machine learning']"
1103,SALES,3.41,[],"['data science', 'spark', 'machine learning']"
1104,ARTS,3.41,[],"['data science', 'spark', 'machine learning']"
1105,HR,3.41,[],"['data science', 'spark', 'machine learning']"
1106,HR,3.41,[],"['data science', 'spark', 'machine learning']"
1107,BANKING,3.41,[],"['data science', 'spark', 'machine learning']"
1108,CHEF,3.41,[],"['data science', 'spark', 'machine learning']"
1109,CONSTRUCTION,3.41,[],"['data science', 'spark', 'machine learning']"
1110,SALES,3.41,[],"['data science', 'spark', 'machine learning']"
1111,SALES,3.4,[],"['data science', 'spark', 'machine learning']"
1112,BUSINESS-DEVELOPMENT,3.4,[],"['data science', 'spark', 'machine learning']"
1113,BPO,3.4,[],"['data science', 'spark', 'machine learning']"
1114,TEACHER,3.4,[],"['data science', 'spark', 'machine learning']"
1115,FINANCE,3.4,[],"['data science', 'spark', 'machine learning']"
1116,HEALTHCARE,3.4,[],"['data science', 'spark', 'machine learning']"
1117,CONSTRUCTION,3.4,[],"['data science', 'spark', 'machine learning']"
1118,HR,3.39,[],"['data science', 'spark', 'machine learning']"
1119,BANKING,3.39,[],"['data science', 'spark', 'machine learning']"
1120,BUSINESS-DEVELOPMENT,3.39,[],"['data science', 'spark', 'machine learning']"
1121,FINANCE,3.39,[],"['data science', 'spark', 'machine learning']"
1122,CHEF,3.39,[],"['data science', 'spark', 'machine learning']"
1123,CONSULTANT,3.39,[],"['data science', 'spark', 'machine learning']"
1124,FINANCE,3.39,[],"['data science', 'spark', 'machine learning']"
1125,INFORMATION-TECHNOLOGY,3.39,[],"['data science', 'spark', 'machine learning']"
1126,PUBLIC-RELATIONS,3.39,[],"['data science', 'spark', 'machine learning']"
1127,ENGINEERING,3.39,[],"['data science', 'spark', 'machine learning']"
1128,HR,3.39,[],"['data science', 'spark', 'machine learning']"
1129,INFORMATION-TECHNOLOGY,3.39,[],"['data science', 'spark', 'machine learning']"
1130,APPAREL,3.39,[],"['data science', 'spark', 'machine learning']"
1131,CONSTRUCTION,3.38,[],"['data science', 'spark', 'machine learning']"
1132,SALES,3.38,[],"['data science', 'spark', 'machine learning']"
1133,TEACHER,3.38,[],"['data science', 'spark', 'machine learning']"
1134,AGRICULTURE,3.38,[],"['data science', 'spark', 'machine learning']"
1135,FITNESS,3.38,[],"['data science', 'spark', 'machine learning']"
1136,FITNESS,3.38,[],"['data science', 'spark', 'machine learning']"
1137,FINANCE,3.37,[],"['data science', 'spark', 'machine learning']"
1138,AVIATION,3.37,[],"['data science', 'spark', 'machine learning']"
1139,SALES,3.37,[],"['data science', 'spark', 'machine learning']"
1140,SALES,3.37,[],"['data science', 'spark', 'machine learning']"
1141,CONSTRUCTION,3.37,[],"['data science', 'spark', 'machine learning']"
1142,BUSINESS-DEVELOPMENT,3.36,[],"['data science', 'spark', 'machine learning']"
1143,AVIATION,3.36,[],"['data science', 'spark', 'machine learning']"
1144,INFORMATION-TECHNOLOGY,3.36,[],"['data science', 'spark', 'machine learning']"
1145,SALES,3.36,[],"['data science', 'spark', 'machine learning']"
1146,FITNESS,3.36,[],"['data science', 'spark', 'machine learning']"
1147,CHEF,3.36,[],"['data science', 'spark', 'machine learning']"
1148,CONSULTANT,3.36,[],"['data science', 'spark', 'machine learning']"
1149,BANKING,3.36,[],"['data science', 'spark', 'machine learning']"
1150,DIGITAL-MEDIA,3.36,[],"['data science', 'spark', 'machine learning']"
1151,ARTS,3.36,[],"['data science', 'spark', 'machine learning']"
1152,CONSTRUCTION,3.36,[],"['data science', 'spark', 'machine learning']"
1153,HEALTHCARE,3.36,[],"['data science', 'spark', 'machine learning']"
1154,ENGINEERING,3.35,[],"['data science', 'spark', 'machine learning']"
1155,DESIGNER,3.35,[],"['data science', 'spark', 'machine learning']"
1156,INFORMATION-TECHNOLOGY,3.35,[],"['data science', 'spark', 'machine learning']"
1157,FINANCE,3.35,[],"['data science', 'spark', 'machine learning']"
1158,ARTS,3.35,[],"['data science', 'spark', 'machine learning']"
1159,HR,3.34,[],"['data science', 'spark', 'machine learning']"
1160,APPAREL,3.34,[],"['data science', 'spark', 'machine learning']"
1161,CHEF,3.34,[],"['data science', 'spark', 'machine learning']"
1162,AVIATION,3.34,[],"['data science', 'spark', 'machine learning']"
1163,ACCOUNTANT,3.34,[],"['data science', 'spark', 'machine learning']"
1164,BUSINESS-DEVELOPMENT,3.33,[],"['data science', 'spark', 'machine learning']"
1165,BANKING,3.33,[],"['data science', 'spark', 'machine learning']"
1166,HR,3.33,[],"['data science', 'spark', 'machine learning']"
1167,HEALTHCARE,3.33,[],"['data science', 'spark', 'machine learning']"
1168,CONSULTANT,3.33,[],"['data science', 'spark', 'machine learning']"
1169,TEACHER,3.33,[],"['data science', 'spark', 'machine learning']"
1170,BUSINESS-DEVELOPMENT,3.33,[],"['data science', 'spark', 'machine learning']"
1171,AUTOMOBILE,3.33,[],"['data science', 'spark', 'machine learning']"
1172,AGRICULTURE,3.33,[],"['data science', 'spark', 'machine learning']"
1173,BPO,3.33,[],"['data science', 'spark', 'machine learning']"
1174,BUSINESS-DEVELOPMENT,3.33,[],"['data science', 'spark', 'machine learning']"
1175,HR,3.33,[],"['data science', 'spark', 'machine learning']"
1176,SALES,3.33,[],"['data science', 'spark', 'machine learning']"
1177,CHEF,3.33,[],"['data science', 'spark', 'machine learning']"
1178,CONSULTANT,3.32,[],"['data science', 'spark', 'machine learning']"
1179,FITNESS,3.32,[],"['data science', 'spark', 'machine learning']"
1180,PUBLIC-RELATIONS,3.32,[],"['data science', 'spark', 'machine learning']"
